job_title,company_name,location,salary,work_hour
Sr. Data Engineer,Inari Agriculture,"West Lafayette, IN",Estimated $112K - $142K a year,unknown
Data Engineer,The Prospective Group (TPG),"Washington, DC 20002 (Capitol Hill area)",Estimated $111K - $141K a year,unknown
Sr. Data Engineer,Tek Ninjas,"Cincinnati, OH 45201",$63 - $65 an hour,unknown
Senior Data Engineer,"EPCVIP, Inc","Los Angeles, CA 91402","$200,000 a year",full-time
Data Engineer,NYC DEPT OF CITY PLANNING,"New York, NY 10271 (Financial District area)","$85,000 - $100,000 a year",full-time
Data Engineer,Stonehenge Technology Labs,"Hybrid remote in Bentonville, AR 72712","$110,000 - $135,000 a year",full-time
Senior Health Data Migration Engineer,Raventek Solution Partners LLC,"Remote in Washington, DC",Estimated $107K - $135K a year,full-time
Data Engineer,CONAGRA,"Hybrid remote in Chicago, IL 60654",Estimated $87.4K - $111K a year,full-time
Data Engineer,UCLA Health,"Los Angeles, CA 90095",Estimated $145K - $183K a year,unknown
AES Data Engineer,Analog Devices,"Boston, MA",Estimated $103K - $130K a year,full-time
Data Engineer,ArchWell Health,"Remote in Nashville, TN 37205",Estimated $109K - $138K a year,full-time
Data Engineer,Humana,"Remote in Louisville, KY 40202",unknown,full-time
Data Engineer,Ivy Tech Solutions inc,Remote,Estimated $107K - $135K a year,contract
Data Engineer,Techvantage Analytics,"Wilmington, DE 19807","$120,366 - $160,892 a year",full-time
RCIT Data Network Engineer lll,County of Riverside,"Riverside, CA",Estimated $83.4K - $106K a year,unknown
Data Engineer IV,"Ursus, Inc.","Fremont, CA 94555 (Northgate area)",$76.59 - $94.49 an hour,contract
Data and Reporting Engineer,Dividend,Remote in Illinois,"$76,000 - $152,400 a year",full-time
Data Engineer,A3 Missions LLC`,"Fort Gordon, GA 30905","$95,000 - $120,000 a year",full-time
Data Engineer,Tail Wind Informatics,Remote in Minnesota,"$100,000 - $140,000 a year",full-time
Snowflake Data Engineer,SoHo Dragon,"New York, NY 10017 (Midtown area)",Estimated $118K - $149K a year,unknown
Data Center Engineer,ITCO Solutions,"Hybrid remote in Austin, TX 78756",$40 - $50 an hour,contract
Senior Developer - Data Engineer (AWS/Python/Node),Intevity,"Burlington, MA 01803",Estimated $121K - $153K a year,full-time
Senior Data Engineer,Curology,Remote,"$150,000 - $190,000 a year",full-time
Senior Engineer - Data Support Services Team,"Labviva, Inc.","Hybrid remote in Boston, MA 02114",Estimated $100K - $127K a year,full-time
Computer Vision and Data Engineer,AICrete Corp.,"Hybrid remote in San Francisco Bay Area, CA",unknown,full-time
Data Engineer,Luminar,"Palo Alto, CA",Estimated $127K - $161K a year,full-time
Data Engineer/Data Warehouse Engineer-Full Time,Purple Drive Technologies,"San Francisco Bay Area, CA","$120,000 a year",full-time
Data Engineer,"e-Business International Inc.,","Saint Petersburg, FL 33705 (Old Southeast area)","$80,000 - $120,000 a year",full-time
Hadoop PySpark Data Pipeline Build Engineer,Kforce,"Philadelphia, PA 19130 (Fairmount-Spring Garden area)",Estimated $115K - $146K a year,contract
Senior Backend Engineer - Data,Submittable,"Hybrid remote in Bellevue, WA 98004","$160,000 - $225,000 a year",full-time
Data Engineer | TS(SCI Eligible),Connect Talent Solutions,"Springfield, VA 22150",Estimated $126K - $160K a year,contract
Sr Data engineer,MANDO TECHNOLOGIES INC,"Dallas-Fort Worth, TX 75261",Estimated $114K - $145K a year,contract
Remote Data Engineer,Edgesource,"Remote in Alexandria, VA 22314",Estimated $101K - $128K a year,full-time
Senior Data Engineer,Wizards of the Coast,"Renton, WA 98057","$106,560 - $178,800 a year",unknown
BIG DATA ENGINEER,ADVANTECS GROUP,"Edison, NJ 08820",Estimated $112K - $142K a year,unknown
Professional Big Data Software Engineer,AT&T,"New York, NY","$140,100 - $210,100 a year",full-time
Data Engineer,GoodUnited,Remote,Estimated $90.1K - $114K a year,unknown
Sr. Data Engineer,Messari,Remote,"$158,000 - $186,000 a year",unknown
Data Science & Machine Learning Engineer,Resonate,"Hybrid remote in Reston, VA 20190",Estimated $110K - $140K a year,full-time
"#10252 - GIS Data Engineer (Apache Spark, Python, GCP, ESRI)",Qualitest,"Mountain View, CA","$100,000 - $150,000 a year",full-time
Senior Data Engineer,Argo Data,"Richardson, TX 75081","$70,745 - $141,624 a year",full-time
Big Data Platform Engineer,Apple,"Cupertino, CA",unknown,full-time
Azure Data Engineer - All Levels (REMOTE),GEICO,"Remote in Chevy Chase, MD 20815","$72,000 - $236,500 a year",full-time
Senior Data Engineer (Remote),Home Depot / THD,"Remote in Atlanta, GA 30301","$170,000 a year",unknown
Software Engineer (Big Data Focus) Level 3,Kforce,"Remote in Cincinnati, OH 45202",$48.45 - $65.55 an hour,contract
Modeling Data Engineer,VA Dept of Transportation,"Richmond, VA","$72,738 - $118,200 a year",full-time
Modeling Data Engineer,VA Dept of Transportation,"Richmond, VA","$72,738 - $118,200 a year",full-time
Senior Data Engineer (Remote),Home Depot / THD,"Remote in Atlanta, GA 30301","$170,000 a year",unknown
GCP Data Engineer,Zenotis Technologies Inc,Remote,"From $130,000 a year",full-time
IT Data Engineer Operations (REMOTE),Fulton Bank,"Lancaster, PA 17601",unknown,full-time
AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ 08629 (Villa Park area)",$50 - $65 an hour,contract
Data Engineer,Hash Technologies,Remote,$55 - $65 an hour,full-time
Data Warehouse Software Engineer,Ford Motor Company,"Dearborn, MI 48126",Estimated $96.2K - $122K a year,full-time
Data Science Engineer,Garner Health,"Remote in New York, NY","$110,000 - $145,000 a year",unknown
Big Data Engineer with Spark and Python,Freemind solutions,Remote,$43.62 - $60.00 an hour,contract
Sr. Azure Data Engineer,"Evolver, LLC. a CSS Company",Remote,"$130,000 - $150,000 a year",full-time
Senior Data Engineer (Druid Engineer),QuantumBricks Inc,Remote,$50 - $55 an hour,contract
mgr engineer - Data Engineering,Starbucks,"Seattle, WA 98134 (Industrial District area)",unknown,full-time
Collibra Data Governance Engineer,Guddge LLC,"Remote in Los Angeles, CA",$60 an hour,full-time
Data Engineer with GCP,emids,"Remote in Franklin, TN 37064",Estimated $104K - $132K a year,unknown
"Data Engineer (SQL, Tableau, Kibana) - W2 Only","Computer Enterprises, Inc. (CEI)","Hybrid remote in Philadelphia, PA 19103",$54 - $60 an hour,full-time
Data Engineer,Sanametrix,Remote,"$120,000 - $130,000 a year",full-time
Data Engineer with AWS Python Pyspark SQL,Plaxonic Technologies,"New York, NY","$120,000 - $135,000 a year",full-time
Data Engineer II,Society Insurance Company,"Hybrid remote in Fond du Lac, WI 54937",Estimated $80.8K - $102K a year,full-time
Data Engineer,"Naval Systems, Inc.","District Heights, MD",Estimated $91.2K - $115K a year,full-time
Data Engineer,KAPS Solutions,"Springfield, VA 22150","$125,000 - $135,000 a year",full-time
Data Engineer,Campfire LLC,Hybrid remote in Washington State,"$60,000 - $170,000 a year",full-time
Data Engineer,Ad hoc Research,"Hybrid remote in Plano, TX 75074",Estimated $95.7K - $121K a year,full-time
Senior Data Engineer,SLRI Solutions,"Katy, TX 77450",Estimated $117K - $149K a year,full-time
Senior Data Engineer,TRUSTONE FINANCIAL CREDIT UNION,"Burnsville, MN 55337",unknown,full-time
BI Data Engineer,Johnson Brothers Liquor Co,Remote,Estimated $92.3K - $117K a year,full-time
Data Engineer,Association Analytics,"Remote in Arlington, VA",Estimated $106K - $135K a year,full-time
Data Engineer – R01526767,Brillio,"San Ramon, CA 94583",Estimated $128K - $162K a year,unknown
Senior Data Engineer,AgileEngine,Remote,Estimated $111K - $141K a year,full-time
Salesforce Data Engineer,Delta Dental of Michigan,"Okemos, MI 48864",Estimated $94.8K - $120K a year,unknown
Data Engineer - Hybrid,SMSC Gaming Enterprise,"Prior Lake, MN 55372",Estimated $99.2K - $126K a year,full-time
Data Engineers – Seniors #IN1056,Cummins Inc.,"Columbus, IN 47202",unknown,unknown
General Data Engineer,Miracle Software Systems,Michigan,Estimated $95.2K - $121K a year,full-time
Data Engineer - 3963,Arcfield,"Reston, VA","$83,999 - $192,963 a year",full-time
Data Engineer II,Spectrum,"Austin, TX 78759 (Arboretum area)",unknown,full-time
ML and Data Infrastructure Engineer - SPG,Apple,"Cupertino, CA",unknown,unknown
Software Engineer -Big Data,CEDENT,"Washington, DC",$120 - $135 an hour,full-time
Sr. Data Engineer,Medecision,Remote,"$130,000 - $150,000 a year",full-time
Data Engineer,Pyramid Global Hospitality Corporate Offices -...,"Boston, MA 02110 (Downtown area)","$110,000 - $125,000 a year",full-time
Data Engineer,OmniSync Incorporated,"Hybrid remote in San Diego, CA 92123","$70,200 - $128,659 a year",full-time
Application Engineer - Data,MassMutual,"Boston, MA 02124 (South Dorchester area)",Estimated $116K - $147K a year,full-time
Senior Data Engineer,ABBVIE,"Lake County, IL",Estimated $107K - $136K a year,full-time
Data Engineer,Helm,"Hybrid remote in Washington, DC",Estimated $111K - $140K a year,full-time
Senior Data Engineer (US),Reebelo,"Hybrid remote in San Francisco, CA",Estimated $146K - $184K a year,full-time
Data Engineer,King's Hawaiian,"Torrance, CA 90505",Estimated $101K - $127K a year,full-time
Sr. Data Analytics Engineer,Under Armour,Remote,"$124,000 - $170,000 a year",unknown
Data Science Engineer,Abbott Laboratories,"Plano, TX",unknown,full-time
Data Center Operations Engineer,Juniper Networks,"Sunnyvale, CA 94089","$72,000 - $110,400 a year",full-time
Sr Data Engineer,Cardinal Health,Florida,unknown,unknown
Data Engineer,Precision Solutions,Virginia,Estimated $101K - $128K a year,unknown
Data Engineer,KeyLogic Systems,Remote,Estimated $85.9K - $109K a year,full-time
Senior Data Analytics Engineer,Papa John's,"Atlanta, GA 30339",Estimated $107K - $135K a year,unknown
Senior Data Engineer,The University of Chicago,"Chicago, IL 60637 (Woodlawn area)",Estimated $77.7K - $98.4K a year,full-time
LEAD DATA SCIENCE ENGINEER,Dollar General,"Goodlettsville, TN 37072",Estimated $107K - $135K a year,full-time
Data Analyst/Data Engineer,RakirS Systems,"Henderson, NV 89052 (Westgate area)",Estimated $99.5K - $126K a year,unknown
Data Engineer,Zartico,"Salt Lake City, UT 84101 (People's Freeway area)",Estimated $95.9K - $121K a year,full-time
Data Engineer 3/Remote (Clinical),Raland Compliance Partners,"Remote in San Diego, CA",Estimated $116K - $147K a year,12 hour shift
Quant Data Engineer,HarbourVest Partners,"Hybrid remote in Boston, MA 02111",Estimated $107K - $135K a year,full-time
Data Quality Scientist and Engineer,Booz Allen Hamilton,"Hybrid remote in Bethesda, MD","$73,100 - $166,000 a year",unknown
"Data Engineer, Business Intelligence",Block,"Denver, CO",Estimated $100K - $127K a year,full-time
Celonis Data Engineer,Globant,Texas,Estimated $108K - $137K a year,full-time
Senior Data Engineer,MGIC,"Hybrid remote in Milwaukee, WI 53202",Estimated $106K - $134K a year,full-time
Tableau Administrator/Lead Data Engineer,Consolidated Nuclear Security,"Oak Ridge, TN",Estimated $101K - $128K a year,unknown
Data and Machine Learning Engineer,"AEEC, LLC.","Remote in Salt Lake City, UT 84119",Estimated $90.7K - $115K a year,full-time
Data Engineer (Remote),Ad Hoc Team,"Remote in Dallas, TX","$101,570 - $136,994 a year",unknown
Staff Data Engineer,DVx Ventures,Remote in California,Estimated $181K - $230K a year,full-time
Azure Dev Ops Data Engineer,Ivy Tech Solutions inc,"Raleigh, NC",Estimated $105K - $133K a year,unknown
Senior Data Engineer,Virginia Tech,"Remote in Blacksburg, VA",Estimated $88.1K - $112K a year,day shift
Data Lake Engineer,CIMCON Digital,"Westford, MA 01886",Estimated $112K - $142K a year,unknown
Data Engineer/Senior Data Engineer,C3 AI,"Redwood City, CA","$85,000 - $161,000 a year",unknown
GCP IBM Streams Data Engineer || Hybrid role,Cat software service,"Irving, TX",$55 - $60 an hour,contract
Data Engineer,USC,"Hybrid remote in Los Angeles, CA","$96,739 - $110,000 a year",unknown
Data Lead Engineer - Sapiens URS System,RELQ TECHNOLOGIES,"Cincinnati, OH 45202 (Central Business District area)","$100,000 - $120,000 a year",contract
Senior Data Engineer,NTENT,"Carlsbad, CA 92008",Estimated $124K - $157K a year,full-time
"Sr Software Engineer, Time Series and Real Time Data Streaming (Fully Remote)",LTK USA,"Remote in San Francisco, CA",Estimated $150K - $189K a year,unknown
Sr. Data Engineer,Supernal,"Irvine, CA 92612","$151,840 - $232,960 a year",unknown
Data Platform Engineer,GSK,"South San Francisco, CA 94080","$115,974 - $156,906 a year",unknown
Data Engineer - Need on w2 only,Vidu Solutions LLC,"Dallas, TX","$66,357 - $146,846 a year",contract
Data Engineer,Orange County's Credit Union,"Hybrid remote in Santa Ana, CA 92705",Estimated $87.6K - $111K a year,full-time
Data Engineer,Delviom LLC,"Dallas, TX 75201 (Downtown area)","$110,000 - $120,000 a year",full-time
Senior Data Engineer,2U,"Remote in Lanham, MD","$120,000 - $142,000 a year",full-time
Data Engineer,Farm Credit East,"Enfield, CT 06082",Estimated $83.8K - $106K a year,full-time
Senior Data Engineer,Foundry,"Rochester, NY",Estimated $112K - $142K a year,unknown
Data Engineer,Prizeout,"New York, NY","$115,000 - $175,000 a year",full-time
AWS Data Engineer,Guddge,Remote,Estimated $122K - $155K a year,full-time
Data Engineer,HealthVerity,"Hybrid remote in Philadelphia, PA",Estimated $111K - $140K a year,full-time
Senior Data Engineer,"Surescripts, LLC","Hybrid remote in Minneapolis, MN 55402","$119,633 - $146,218 a year",full-time
"Senior Software Engineer, Data Pipeline Engineering",Cboe,"Hybrid remote in Chicago, IL 60604",Estimated $136K - $173K a year,unknown
Senior Data Science Engineer,Adobe,"San Jose, CA 95110 (Downtown area)","$140,200 - $261,400 a year",full-time
Data Engineer,ConsumerAffairs,"Remote in Austin, TX",Estimated $104K - $131K a year,full-time
Data Engineer - Officer - NY/NJ - Hybrid (HM),Citi,"Rutherford, NJ","$92,570 - $129,150 a year",full-time
Data Engineer (Azure),CloudSufi,California,Estimated $118K - $149K a year,full-time
Data Engineer,Oran Inc,"Herndon, VA 20171","$120,000 a year",unknown
Senior Data Engineer,ATPCO,"Dulles, VA 20166 (Dulles International Airport area)",Estimated $95.3K - $121K a year,full-time
Azure Data Engineer,DHL eCommerce,Remote,"$95,880 - $135,360 a year",unknown
Data Engineer for US Citizens with Secret Clearance,SecurePro,"Remote in Arlington, VA",$60 - $80 an hour,full-time
"Sr Software Engineer - Data Sciences Platform (Java, Spring, Microservices)",TARGET,"Brooklyn Park, MN 55445 (Oak Grove area)","$83,800 - $150,800 a year",full-time
Remote Data Engineer,AiRCare Health,"Remote in Saint Paul, MN",Estimated $99.7K - $126K a year,full-time
Data Integrations Engineer,"ShareThis, Inc","Remote in Palo Alto, CA 94306","$90,000 - $130,000 a year",full-time
"Data Engineer, Senior",Toyota,"Plano, TX 75024",Estimated $118K - $150K a year,full-time
Data Engineer,CRS Temporary Housing,"Remote in Phoenix, AZ 85029",Estimated $101K - $128K a year,full-time
"Data Engineer, Data Engineering",PepsiCo,"Plano, TX 75024","$130,562 - $190,000 a year",full-time
Senior Data Engineer,Berkshire Hathaway Specialty Insurance,"Boston, MA 02111 (Central area)",Estimated $121K - $154K a year,full-time
Data Engineer,Okaya infocom,"Jersey City, NJ",$50 - $75 an hour,full-time
Junior Data Engineer,Decision Point Healthcare,"Boston, MA 02109 (Downtown area)",Estimated $80.5K - $102K a year,full-time
"Principal / Electrical Engineer: Subsystems/Command & Data Handling (Top Secret) – Space / Satellite Systems (Gilbert, AZ)",Northrop Grumman,"Gilbert, AZ 85233","$64,144 - $96,216 a year",monday to friday
Data Engineer,NuTechs LLC,"Hybrid remote in Plymouth, MI","$75,000 - $95,000 a year",full-time
Data Engineer,MetaPhase Consulting,"Reston, VA 20190",Estimated $114K - $145K a year,unknown
Data Software Engineer,MassMutual,"Boston, MA 02124 (South Dorchester area)",Estimated $117K - $148K a year,full-time
Senior Big Data/Hadoop Engineer,Evaya Data Systems,"Allen, TX",Estimated $125K - $159K a year,unknown
Senior Data Engineer,VeracityID,"New York, NY 10001 (Chelsea area)",Estimated $142K - $180K a year,full-time
Data Engineer,Atlantic Digital,"Tampa, FL 33621 (MacDill AFB area)",Estimated $97.3K - $123K a year,full-time
Data Engineer,OP3N WORLD,"Remote in Los Angeles, CA",Estimated $126K - $159K a year,unknown
Data Engineer,PNC Financial Services Group,"Overland Park, KS 66210",Estimated $92.2K - $117K a year,full-time
Senior Data Engineer,National Funding,Remote,"$110,000 - $165,000 a year",full-time
Solutions Engineer - Data & Machine Learning,Union.ai,"Seattle, WA","$115,000 - $150,000 a year",full-time
Data Engineer,"Double Line, Inc.","Austin, TX",Estimated $101K - $128K a year,full-time
Senior Python Engineer | Data Engineer.,Ivy Tech Solutions inc,Remote,Estimated $107K - $136K a year,unknown
Data Engineer,Breadboard,"New York, NY",Estimated $114K - $144K a year,full-time
Data Center Field Engineer,Advantage Technical,"Albany, NY 12203 (Campus Area-University District area)",$20 - $25 an hour,unknown
Data Engineer,Wondr Health,Remote,"$126,901 - $137,557 a year",full-time
Sr. Data Engineer,MindBoard,Remote,Estimated $120K - $152K a year,full-time
Systems Engineer- Collibra Data Intelligence (REMOTE),GEICO,"Remote in Chevy Chase, MD 20815","$72,000 - $138,000 a year",full-time
Data Engineer,Radiance Technologies,"Suitland, MD",Estimated $94.7K - $120K a year,full-time
Senior Data Platform Engineer,Wawa,"Wawa, PA",Estimated $111K - $141K a year,full-time
Data Engineer,Current Job Openings at Revionics,"Remote in Atlanta, GA","$75,000 - $95,000 a year",unknown
Senior Data Engineer,Spotter,"Culver City, CA","$100,000 - $500,000 a year",unknown
DATA CENTER SYSTEMS ENGINEER I,The University of Texas Rio Grande Valley,"Edinburg, TX",Estimated $50.2K - $63.6K a year,full-time
Data Engineer,Blancas Sandoval & Associates. PA,"Miami, FL",Estimated $84.2K - $107K a year,full-time
Senior Data Engineer,Koniku Inc.,"San Rafael, CA","$100,000 - $180,000 a year",unknown
Senior Data & Analytics Engineer (Remote),WCG,"Remote in Princeton, NJ 08540","$77,600 - $108,500 a year",full-time
Senior Software Engineer (Data),WALGREENS,"Deerfield, IL 60015","$91,950 - $235,440 a year",unknown
Senior Data Engineer,Premier Consulting Group,"Hybrid remote in Boca Raton, FL 33431","$140,000 - $160,000 a year",full-time
Cloud Data Engineer,EDF Renewables,"San Diego, CA 92128 (Carmel Mountain area)",Estimated $111K - $141K a year,full-time
Data Engineer,ASSURANCE,"Seattle, WA 98155","$130,000 - $170,000 a year",full-time
Data Engineer,Simple Technology Solutions,"Remote in Washington, DC",Estimated $109K - $138K a year,unknown
Azure Data Engineer,TRESUME,"Ashburn, VA 20147","$55,000 - $65,000 a year",full-time
Data Engineer - AWS / Google Cloud Platform,Aviary Analytics,"New York, NY 10007 (Tribeca area)",Estimated $109K - $138K a year,contract
Data Engineer,FanDuel,"Hybrid remote in Atlanta, GA",Estimated $116K - $147K a year,unknown
Data Engineer,Near,"Pasadena, CA","$160,000 - $175,000 a year",unknown
Data Integration Engineer,American Honda Motor Co,"Hybrid remote in Torrance, CA 90501","$77,800 - $116,700 a year",full-time
Data Engineers – Seniors #IN1056,Cummins Inc.,"Columbus, IN 47202",unknown,unknown
General Data Engineer,Miracle Software Systems,Michigan,Estimated $95.2K - $121K a year,full-time
Data Engineer - 3963,Arcfield,"Reston, VA","$83,999 - $192,963 a year",full-time
ML and Data Infrastructure Engineer - SPG,Apple,"Cupertino, CA",unknown,unknown
Software Engineer -Big Data,CEDENT,"Washington, DC",$120 - $135 an hour,full-time
Sr. Data Engineer,Medecision,Remote,"$130,000 - $150,000 a year",full-time
Data Engineer,Pyramid Global Hospitality Corporate Offices -...,"Boston, MA 02110 (Downtown area)","$110,000 - $125,000 a year",full-time
Data Engineer,OmniSync Incorporated,"Hybrid remote in San Diego, CA 92123","$70,200 - $128,659 a year",full-time
Application Engineer - Data,MassMutual,"Boston, MA 02124 (South Dorchester area)",Estimated $116K - $147K a year,full-time
Data Center Critical Facilities Engineer,TEKsystems,"Leesburg, VA 20175",$30 - $53 an hour,unknown
Data Engineer II,"Big Fish Games, Inc.","Hybrid remote in Las Vegas, NV 89119","$68,513 - $127,238 a year",full-time
Senior Data Engineer I,Yello,Remote,"$120,000 - $140,000 a year",unknown
DATA ENGINEERS,Kodeva,"Ashburn, VA 20147",Estimated $103K - $130K a year,unknown
Senior Data Engineer,Erstom,"Minneapolis, MN",Estimated $111K - $141K a year,unknown
Cloud Data Engineer - Hadoop / Snowflake / Azure,M&T Bank,"Hybrid remote in Buffalo, NY",unknown,full-time
Senior Data Engineer,PlatformQ Health,"Remote in Needham, MA 02494",Estimated $128K - $162K a year,unknown
Data Engineer - 15319,Enlighten,"Hybrid remote in Columbia, MD",Estimated $123K - $155K a year,full-time
Data Engineer,Cognitio,"McLean, VA",Estimated $130K - $165K a year,unknown
Data Engineer,Logistics Management Institute,Remote,Estimated $106K - $135K a year,full-time
Data Engineer (IDST),"People, Technology & Processes","Tampa, FL 33634",Estimated $94.4K - $119K a year,unknown
LEAD DATA ENGINEER,University of Washington,"Hybrid remote in Seattle, WA 98195","$8,500 - $10,375 a month",monday to friday
Big Data Engineer,Big Data Engineer,Remote,Estimated $99K - $125K a year,full-time
"Senior Engineer - People Data & Analytics (Hybrid, Seattle)",Lululemon,"Hybrid remote in Seattle, WA","$132,200 - $173,500 a year",unknown
Software Engineer - Data Processing and Machine Learning Platform,Hewlett Packard Enterprise,"Hybrid remote in Andover, MA 01810","$124,500 - $286,300 a year",full-time
"Water Resources Engineer, Scientist, or Data Scientist",LimnoTech,"Oakdale, MN",Estimated $80.2K - $102K a year,full-time
Senior Data Engineer,MerQube Inc,"San Mateo, CA",Estimated $130K - $165K a year,unknown
Senior Data Engineer,Rippling,"Hybrid remote in San Francisco, CA",Estimated $169K - $213K a year,unknown
DATA ENGINEER,Dollar General,"Goodlettsville, TN 37072",Estimated $88.9K - $113K a year,full-time
Senior Data Engineer,Demandbase,Remote,"$157,250 - $231,000 a year",unknown
Senior Data Engineer,iSpot.tv,Hybrid remote,"$120,000 - $152,000 a year",full-time
Software Engineer II - Data Engineering,"JPMorgan Chase Bank, N.A.","Plano, TX","$123,500 - $180,000 a year",full-time
Data Engineer I,Spartan Technologies,"Remote in Kansas City, MO",$55 an hour,contract
Data Engineer II – Telecommute Opportunity,Dataminr,Remote,"$102,482 - $160,000 a year",full-time
Data Center Engineer,Effervescent Consulting,"Leesburg, VA","$142,649 - $155,374 a year",full-time
Data Engineer (Data Science),The Swift Group,"Reston, VA",Estimated $124K - $157K a year,contract
Senior Data Engineer - New York,Tickets.com,"Hybrid remote in New York, NY 10020","$165,000 - $200,000 a year",unknown
"Data Engineer, Analytics",Tesla,"Sparks, NV 89434",Estimated $113K - $144K a year,full-time
Senior Backend Engineer - Data,Customer.io,"Remote in Portland, OR","$160,000 - $184,000 a year",unknown
Data Center Support Engineer - Future,BTAS,"Wpafb, OH 45433",Estimated $90.4K - $115K a year,full-time
"Manager, Data Engineer Supply Chain Analytics Product - L'Oreal Information Technology",L'Oreal,"Hybrid remote in Berkeley Heights, NJ 07922",unknown,full-time
Data Center Controls Systems Engineer,Google,"Sunnyvale, CA (Lakewood area)",unknown,full-time
Data Migration Engineer,Virtuous,Remote in Arizona,unknown,full-time
Data Engineer 2,Kagr Llc,"Foxborough, MA 02035",Estimated $78.8K - $99.8K a year,full-time
Senior Data Solutions Engineer,Liberty Mutual,"Boston, MA","$92,700 - $129,900 a year",full-time
Data Engineer,Egencia,"Chicago, IL","$122,470 - $184,000 a year",full-time
Data Engineer,Amplemarket,Remote,Estimated $109K - $138K a year,full-time
Data Engineer,Steampunk,"Remote in McLean, VA 22102",Estimated $123K - $156K a year,unknown
Salesforce Data Engineer,Ascension,"Remote in Tampa, FL 33647","From $85,280 a year",full-time
Principal Software Engineer - Azure Data,Microsoft,"Redmond, WA 98052 (Overlake area)","$133,600 - $256,800 a year",full-time
Senior Data Engineer,"Invesco, Ltd.",Hybrid remote in Texas,Estimated $123K - $155K a year,full-time
Machine Learning Engineer / Data Scientist,Ford Motor Company,"Dearborn, MI 48124 (Duvall-Edison area)",Estimated $111K - $141K a year,full-time
Data Engineer US,Sails Software,"Novi, MI",Estimated $93K - $118K a year,full-time
Data Engineer,ASCENDING,Remote,Estimated $113K - $143K a year,full-time
"Sr. Associate, Data Engineer","The Travelers Companies, Inc.","Saint Paul, MN 55127","$91,000 - $150,100 a year",full-time
"Backend Engineer, Data",Exiger,"Remote in Loveland, OH 45140",Estimated $112K - $142K a year,full-time
Virtual Power Plant Data Engineer,Sonnen Inc,"Atlanta, GA 30084",Estimated $84.5K - $107K a year,unknown
NO C2C/ Only W2/1099 - REMOTE - Lead Data Engineer,BIGCLFY,"Detroit, MI 48233 (West Side Industrial area)",From $75 an hour,contract
Senior Data Engineer,AgentSync,"Remote in Denver, CO",Estimated $132K - $167K a year,unknown
Data Engineer,"Beusa Energy, Llc","The Woodlands, TX 77380 (Grogan's Mill area)",Estimated $73.5K - $93K a year,full-time
Data Engineer,Detroit Lions,"Detroit, MI 48224 (Cornerstone Village area)",Estimated $111K - $140K a year,unknown
Data Engineer,CACI,"Fort Bragg, NC 28310",unknown,full-time
Data Systems Engineer - Remote,Zoetis,"Remote in Kalamazoo, MI 49007","$68,000 - $98,000 a year",full-time
Data Engineer,Broadview Federal Credit Union,"Albany, NY","$72,182 - $88,423 a year",full-time
Senior Data Engineer,hims & hers,Remote,Estimated $127K - $161K a year,unknown
Data Engineer,OUTFRONT media,"New York, NY 10036 (Midtown area)","$140,000 - $155,000 a year",full-time
Data Engineer,Barry Wehmiller Companies Inc,"St. Louis, MO 63105",Estimated $89.9K - $114K a year,full-time
Data Engineer,DCCC,"Hybrid remote in Washington, DC","$85,000 a year",full-time
Senior Data Engineer - Hedge Fund Technology,J. Morrissey,"New York, NY 10001 (Chelsea area)",Estimated $136K - $172K a year,unknown
Data Engineer,University of Miami,"Coral Gables, FL",Estimated $80K - $101K a year,full-time
Senior Data Engineer,"P3 Health Group Management,LLC","Henderson, NV 89074 (Green Valley South area)",Estimated $92.1K - $117K a year,full-time
Data Engineer,BXGI,"Remote in Palo Alto, CA",Estimated $115K - $146K a year,unknown
Cloud Data Engineer - Healthcare,Deloitte,"Remote in Silver Spring, MD",Estimated $118K - $150K a year,full-time
Data Engineer,Xevant,"Remote in Lehi, UT",Estimated $108K - $137K a year,unknown
Senior Data Engineer/Lead (Strong Databricks),Crackajack Solutions,"Alpharetta, GA 30009",$70 - $80 an hour,contract
Data Engineer,Parker,"New York, NY",Estimated $102K - $129K a year,unknown
Sr Data Engineer,Vistra Corporate Services Company,"Irving, TX",Estimated $112K - $142K a year,full-time
Data/Spark Engineer,Digital Dhara LLC,"Durham, NC 27703","$100,000 - $120,000 a year",full-time
Data Engineer,Buchanan & Edwards,"Lorton, VA 22079",Estimated $112K - $142K a year,full-time
DATA ENGINEER,TRA'BIAN ENTERPRISES,"Dallas, TX",Estimated $106K - $134K a year,contract
Data Science/ Machine Learning Engineer,ICS Global Soft,"Irving, TX 75038 (Cottonwood area)",Estimated $111K - $141K a year,unknown
Data Engineer,Technology & Business Management Inc.,Remote,"$100,000 - $110,000 a year",full-time
Software Engineer (Big Data Focus) Level 3,Kforce,"Remote in Cincinnati, OH 45202",$48.45 - $65.55 an hour,contract
Data Engineer Developer (Fixed Income),Artint Knowledge Tech,"East Newark, NJ 07029","$100,000 - $140,000 a year",full-time
Data Integrity Engineer - Aveva PI,Meta,"Remote in Houston, TX 77001",Estimated $108K - $136K a year,unknown
Data Engineer,Helm,"Columbia, MD 21044",Estimated $102K - $129K a year,full-time
Voice and Data Engineer,Leidos,"Arlington, VA 22201","$54,600 - $113,400 a year",full-time
Data Engineer,Northeastern University,"Hybrid remote in Boston, MA 02115","$82,725 - $93,000 a year",full-time
